,Review_Text,Rating,Persona,Age,Location,Body_Type,Review_Date,Item_Name
67,"First off, absolutely love these pants and own multiples of each colour - they so comfortable and stay put. Good for gym and day to day. Definitely only wash them together to prevent/delay piling.
I recently received the light grey/titanium pair and unfortunately had someone at a spin class tell me they were some what see thru at the back. I've never had this issue with any of the darker colours. Surprising and embarrassing - now I'm left with a pair I wont ever be wearing again. I would not recommend any light colours.",3,SWEATY GENERALIST,18-24,VICTORIA BC,PETITE,"JULY 4, 2019","Align Pant II 25"""
68,"I really do love the align line, however it seems like the most recent two pairs and one cropped pair I have have all pilled and look way older than my original pair of aligns.
Not sure if lulu changed the fabric for these, but if they did the original fabric was WAY better!",1,SWEATY GENERALIST,18-24,"ONTARIO, CANADA",LEAN,"JULY 3, 2019","Align Pant II 25"""
69,"I own a bunch of Align II's in different colours and lengths and have loved them all. Yes, they pill if you wear them for something other than yoga, but that has never bothered me. Sadly, I just bought 2 of the new spring/summer colours and they're not the same at all. The material isn't as soft, it's not nearly as thick, and they feel and look like they're a size too small, even though I bought them in the same size I've bought all of my aligns in, which have all fit me perfectly. I'm so sad because these are my favourite thing Lululemon sells.",1,YOGI,25-34,"VANCOUVER, BC",CURVY,"JULY 1, 2019","Align Pant II 25"""
70,I am giving a 3 stars review because I love the fit of those pants and the 7/8 option for shorter girls. Unfortunately the pilling on the inside of the leg and on the hips is terrible. My other pairs lasted a bit longer since I was following the instructions for washing but my new ones started pilling before the first wash. Plus the seem is coming undone on the hips. I keep buying these pants because the fabric is sooo soft and comfortable but the quality of this pair is disappointing. :(,3,,18-24,"MONTREAL, QC",PETITE,"JUNE 30, 2019","Align Pant II 25"""
71,"The most recent pair that I bought was in ""True Navy."" I loved it until I washed it, and I noticed that the inside seams had start to pill and wear away. I put it in a mesh bag when I washed it in my washing machine. Then I wore it to the gym and during stretching, I noticed that part of the seams and the inside of the leg portion had pilled quite a bit. I really love my other Align's and have had them for a few years now, and only recently is my first pair pilling, however my newest pair already looks older than my first.",2,SWEATY GENERALIST,25-34,"EDMONTON, AB, CANADA",ATHLETIC,"JUNE 30, 2019","Align Pant II 25"""
72,"I bought these pants for yoga and lounging around because they fit and feel amazing. But after a few months I've noticed threads coming apart at the seams from the ankles, waistband and the crotch. Won't be buying any more of these :((",2,YOGI,I KEEP MY AGE ON THE D.L.,TORONTO,LEAN,"JUNE 29, 2019","Align Pant II 25"""
73,"Got these after a return and I am very happy with them! the red dust colour is amazing and they feel so buttery on the skin. I got a size 4 and they fit me very comfortably, no see through issues after I did a check. Since reading reviews I will be sure to treat these very carefully and wash them accordingly. No problems thus far and I will be buying from the align section in the future!",4,SWEATY GENERALIST,18-24,"AB, CANADA",ATHLETIC,"JUNE 28, 2019","Align Pant II 25"""
74,"First off, these are super duper comfy and flattering on the body. Great for lounging and working out. BUT they pill A LOT. I'm usually ok with a little bit of pilling, but this is just wayyyy too much. I follow the washing instructions for all my Lulu, but never the less these did not hold up to my expectations. There is so much pilling that these have now become my ""don't leave the house in these"" pants.",2,SWEATY GENERALIST,18-24,"FORT MCMURRAY, AB",ATHLETIC,"JUNE 28, 2019","Align Pant II 25"""
75,I have worn these leggings all of 4 times and there is already extreme pilling on the inside of the left leg and the seem is coming undone in two places! I have worn lulu leggings forever and usually love them but the quality of this pair is unfortunately just not doing it for me :(,3,DANCER,,BC,MUSCULAR,"JUNE 27, 2019","Align Pant II 25"""
76,I have multiple products made of the Nulu fabric and I purchased my most recent align pants less than a month ago and they have already started pilling outrageously. I've never had this problem with my nulu products before so I'm concerned that the quality of the material has gone down. I'm extremely disappointed to have rough pillage showing on my brand new pants when I care for them according to instructions.,2,SWEATY GENERALIST,18-24,"OTTAWA, ON, CANADA",ATHLETIC,"JUNE 26, 2019","Align Pant II 25"""
77,"I purchased these and they were so comfy and I loved them. Then after wearing them a few times and washing once (with other lulu items only, in cold water and hang to dry) the pilling started. I reached out to lululemon telling them my concerns and they refused to take them back. SO if you are wanting a pair of tights that you can love for a long time and that will not pill DO NOT BUY THESE. Very disappointed in lululemon as a company and with the quality of this item.",1,,25-34,,LEAN,"JUNE 26, 2019","Align Pant II 25"""
78,"When I first considered buying these pants I read the numerous negative reviews, but figured some people were just being harsh and I loved the look of them so much that I decided to buy them anyways. However, I now realize the reviews are true. After only a month of wearing them a few times they began to pill badly. Now about 6 months in, they've pilled all over and even the stitching has shredded. I have never worn these to workout, I only wear them maybe once a week max and I ensure I air dry them to minimize fabric wear. Very disappointed with the quality of these pants as my other lululemon gear has been great and lasted 3+ years; I would not recommend these to my friends.",2,,18-24,,SLIM,"JUNE 25, 2019","Align Pant II 25"""
79,"Normally I love aligns, however the last pair I bought a few months ago is already SO pilled. They have general pilling from very occasional use, as well as they are quite pilled from me sitting with my legs crossed! So frustrating. I know they are a delicate fabric and don't wear them for much other than yoga and hanging around the house AND I wash them inside out, cold water, no cotton or harmful type materials with them, and hang to dry and they still were like this so quickly.",2,,,,,"JUNE 22, 2019","Align Pant II 25"""
80,I received a pair of the align pants as a gift. I was quite excited as they are usually one of my favorite pants. These basic black aligns were pilling within 2 wears and the seam on the inside of the left leg is coming apart. Very disappointed in the quality of these pants.,1,,,,,"JUNE 22, 2019","Align Pant II 25"""
81,"I bought these pants only a couple months ago, washed it a few times and it is already in terrible conditions. I follow the proper instructions of how to care for them, wash them inside out and hang dry and yet the fabric is wearing still. It is pilling in the crotch and inner thigh area as well as the waistline seam.",3,YOGI,18-24,"VANCOUVER, BC",CURVY,"JUNE 20, 2019","Align Pant II 25"""
82,"Ces leggings semblent attirer les particules de poussière, fibres de tissus, poil, etc. qui collent tous dessus. Les leggings paraissent donc CONSTAMMENT sale, même lorsqu'ils sortent de la laveuse! C'est décevant pour un produit qui est sensé être de qualité...",2,YOGI,25-34,GATINEAU,SOLID,"JUNE 20, 2019","Align Pant II 25"""
83,"So I bought the align pant a while back but returned because of the pilling issue. Decided to give it a go again hoping they would address the issue by now. Bought two pairs - black and grey. Gosh they fit and feel like a dream at first but after the second wash, no matter what you do (followed the directions) they begin to pill and fade. And they're not as soft anymore. Such a shame to spend $200+ for leggings that are only good after one wash :(",2,SWEATY GENERALIST,25-34,"VANCOUVER, BC",PETITE,"JUNE 19, 2019","Align Pant II 25"""
