,Review_Text,Rating,Persona,Age,Item_Name
52,I really wanted these leggings to last. I had read reviews about pilling and reviews raving on how comfortable they are but what you get is a much worse pilling situation. Despite the leggings being super soft and comfy they pill EXTREMELY soon. I have only washed them twice and there's pilling and sueding. I don't even wear these to work out in because I am afraid of them getting ruined and yet the pilling is just as bad. I've only had these for a month. Not worth the money.,2,SWEATY GENERALIST,18-24,"Align Pant 28"""
53,"I loved these leggings, they are so comfortable and definitely a go-to on lazy days, or gym days. However, the first time I wore these leggings the material began to pill. The pilling expands across the whole lower back area of these leggings. If the price were lower, I might understand. I invested in these leggings because I wanted a comfortable, durable pair of leggings. Comfortable? Yes. Durable? NO! Definitely disappointed!",2,,18-24,"Align Pant 28"""
54,"I absolutely love lululemon leggings, but this particular pair broke my heart! I got the pair that looks magenta. The fitting was perfect, and they looked amazing on. I was so satisfied with them, until after my work out! The color bled onto my new white shirt and completely stained it! I was thinking about buying another “bright color” pair, but now I am scared that the next pair will bleed onto my shirts also and ruin them! I guess if you wear a sports bra to workout this pair of leggings will be okay.",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
55,I have these in grey and they are very see through and fit so different than other colours I own. I find the seaming is off in them and they never sit just right.,1,SWEATY GENERALIST,18-24,"Align Pant 28"""
56,"These leggings were an investment, but they were so worth it! They are buttery soft and silky and it feels like you are wearing pajamas while at the same time flattering you and fitting like a glove. I would have given these leggings five stars, but they began to bag up a little bit behind the butt. It is a very small issue though, other than that I would recommend you buy them and I will definitely be purchasing again.",4,YOGI,UNDER 18,"Align Pant 28"""
57,"I was really excited to buy these pants at a great price and in a super cute purple ombré color. When I got them, the material did not feel the same as my other align pants that I love so much. After trying them on, I realized that they felt sort of scratchy which my other aligns feel like butter. The worst part is that they were See Through! You could see my underwear very well, even when wearing a nude colored pair. Obviously I was very disappointed and will be hesitant to buy another pair in the future.",1,DANCER,18-24,"Align Pant 28"""
58,"These are great leggings, The fit is wonderful and the waist (mostly) stays up. The best thing about them is the fabric. So soft and cottony.",5,SWEATY GENERALIST,OVER 65,"Align Pant 28"""
59,Best leggings I’ve ever owned.,5,RUNNER,18-24,"Align Pant 28"""
60,"I really love align pants, they are the only pants I purchase from Lululemon because they are so flattering and comfortable. However, I am so disappointed in the quality once again. I purchased two pairs of these in January, and one pair has a run in the fabric from a small hole that formed, and the other the seams are coming quite loose. I have worn each pair maybe 10 times, as I alternate between other aligns. I take really good care of my Lululemon products so that they will last as long as I can make them, but it seems that is just not enough.",3,YOGI,18-24,"Align Pant 28"""
61,"I've been completely spoiled by aligns and can't wear anything else. These are a really fun color, and I've gotten tons of compliments already. At 5'8"" I have both 28"" and 25"" and can't decide which length I like more. They're perfect for my daily Barre workout.",5,SWEATY GENERALIST,35-44,"Align Pant 28"""
62,I love the fit but am sad that the fabric snags so easily.,4,,,"Align Pant 28"""
63,I love the feel of these pants and they fit very well. However I'm a curvy girl and they are pilling in between thighs. This may not be the best fabric for me:(,3,,25-34,"Align Pant 28"""
64,"These pants are amazingly soft and comfortable, but after only a few wears they started to pill like crazy. I hand washed them every time, but they just don't hold up.",2,DANCER,18-24,"Align Pant 28"""
65,I’m so happy with my leggings.They are so so comfortable and soft.I love them for Pilates or just hanging around.Amazing quality and fit.,5,RUNNER,45-54,"Align Pant 28"""
66,"These where the first experience I've ever had with Lululemon and I am over the moon in love! I ordered these before reading the reviews and then almost cried in fear I would hate them. I've worn these several times, out and about, walking, running, night out, and I have had no pulling issues what so ever. Not sure how others are washing them but I was on cold water and hang dry. I never dry leggings anyways so that wasn't a big deal to me. Love how thin, buttery soft, and yet they still have compression. I'm forever changed!",5,SWEATY GENERALIST,25-34,"Align Pant 28"""
67,"Not only are these the most comfortable leggings, they are also flattering and wear very well! They are very soft, not too thin, yet not too tight. They are great for running or barre class.",5,SWEATY GENERALIST,45-54,"Align Pant 28"""
68,These are the perfect pants for lounging! They're comfortable and flattering,5,SWEATY GENERALIST,25-34,"Align Pant 28"""
69,"Oh. My. God. These leggings are a total game-changer. Once you slip them on, they instantly smooth into every inch of your legs. The feel can’t be replicated by any other brand- it’s uniquely Lululemon, and I recommend you buy as many of these as you can. I love the range of colors. When you first put them on, they’re snug, but stretch in every direction and loosen up to the perfect amount of stretch after a couple washes. The only downside to these would be that the fabric wear small out easily/pills, and when I received them there were creases in the fabric that had to be smoothed out through wear. All in all, the unique seams accentuate your backside and the high rise is flattering to anyone. I love wearing these leggings on both my morning runs and weekend errands.",5,RUNNER,UNDER 18,"Align Pant 28"""
70,"I’m 5’6, 115 pounds and size 2 is too small (looked like I had camel toe) and the size 4 was too big. Really soft and comfy but couldn’t keep because they didn’t fit right.",3,SWEATY GENERALIST,45-54,"Align Pant 28"""
71,"This was my very first purchase from Lululemon and I was very excited. I bought them in black thinking that they would be the perfect first purchase, but after wearing them the first time they started pilling horribly. I love the fit and feel of them, however, for being the first item purchased they disappointed me. I wouldn't recommend these leggings if your thighs touch even the slightest bit. I'm just very disappointed in the pilling happening so quickly. It makes me not want to wear them anymore which makes me sad considering the price tag on these.",2,,18-24,"Align Pant 28"""
72,"I gave review on previously purchased Align Pants, gone though three pairs so far.
I ordered a pair but have never received it!!! I was happy to find one under Made too much. I like wearing Align Pants because it feel really good and comfortable. No distractions when I teach. I usually get the shipment from Lulu with in 2-3 days. After waiting for a week, made a call and I was told it was cancelled. I have not received an email about it. If I had known, I could have order one in 25"" on sale price. I would love to have another one in black 25""!",5,YOGI,45-54,"Align Pant 28"""
73,"Started pulling after an hour of wear. Disappointed. For the price you’d think they would have thought of a way to prevent this. Material is soft, but the pilling is awful. I can’t imagine wearing these more than 5 times before they’re destroyed from it. Not worth the money. Also size down. They run big.",1,SWEATY GENERALIST,25-34,"Align Pant 28"""
